"jaar","code","provincie"
2023,"1894","Limburg"
2023,"0765","Groningen"
2023,"1926","Zuid-Holland"
2023,"0439","Noord-Holland"
2023,"0273","Gelderland"
2023,"0177","Overijssel"
2023,"0703","Zeeland"
2023,"0274","Gelderland"
2023,"0339","Utrecht"
2023,"1667","Noord-Brabant"
2023,"0275","Gelderland"
2023,"0340","Utrecht"
2023,"0597","Zuid-Holland"
2023,"1742","Overijssel"
2023,"0603","Zuid-Holland"
2023,"1669","Limburg"
2023,"0957","Limburg"
2023,"0736","Utrecht"
2023,"1674","Noord-Brabant"
2023,"0599","Zuid-Holland"
2023,"0277","Gelderland"
2023,"0840","Noord-Brabant"
2023,"0441","Noord-Holland"
2023,"0279","Gelderland"
2023,"0606","Zuid-Holland"
2023,"0088","Fryslân"
2023,"1676","Zeeland"
2023,"0965","Limburg"
2023,"0845","Noord-Brabant"
2023,"1883","Limburg"
2023,"0610","Zuid-Holland"
2023,"1714","Zeeland"
2023,"0090","Fryslân"
2023,"0342","Utrecht"
2023,"0847","Noord-Brabant"
2023,"0848","Noord-Brabant"
2023,"0037","Groningen"
2023,"0180","Overijssel"
2023,"0532","Noord-Holland"
2023,"0851","Noord-Brabant"
2023,"1708","Overijssel"
2023,"0971","Limburg"
2023,"1904","Utrecht"
2023,"1900","Fryslân"
2023,"0715","Zeeland"
2023,"0093","Fryslân"
2023,"0448","Noord-Holland"
2023,"1525","Zuid-Holland"
2023,"0716","Zeeland"
2023,"0281","Gelderland"
2023,"0855","Noord-Brabant"
2023,"0183","Overijssel"
2023,"1700","Overijssel"
2023,"1730","Drenthe"
2023,"0737","Fryslân"
2023,"0450","Noord-Holland"
2023,"0451","Noord-Holland"
2023,"0184","Flevoland"
2023,"0344","Utrecht"
2023,"1581","Utrecht"
2023,"0981","Limburg"
2023,"0994","Limburg"
2023,"0858","Noord-Brabant"
2023,"0047","Groningen"
2023,"0345","Utrecht"
2023,"0717","Zeeland"
2023,"0861","Noord-Brabant"
2023,"0453","Noord-Holland"
2023,"0983","Limburg"
2023,"0984","Limburg"
2023,"1961","Utrecht"
2023,"0622","Zuid-Holland"
2023,"0096","Fryslân"
2023,"0718","Zeeland"
2023,"0986","Limburg"
2023,"1992","Zuid-Holland"
2023,"0626","Zuid-Holland"
2023,"0285","Gelderland"
2023,"0865","Noord-Brabant"
2023,"1949","Fryslân"
2023,"0866","Noord-Brabant"
2023,"0867","Noord-Brabant"
2023,"0627","Zuid-Holland"
2023,"0289","Gelderland"
2023,"0629","Zuid-Holland"
2023,"0852","Noord-Holland"
2023,"0988","Limburg"
2023,"1960","Gelderland"
2023,"0668","Gelderland"
2023,"1969","Groningen"
2023,"1701","Drenthe"
2023,"0293","Gelderland"
2023,"1950","Groningen"
2023,"1783","Zuid-Holland"
2023,"0098","Fryslân"
2023,"0189","Overijssel"
2023,"0296","Gelderland"
2023,"1696","Noord-Holland"
2023,"0352","Utrecht"
2023,"0294","Gelderland"
2023,"0873","Noord-Brabant"
2023,"0632","Utrecht"
2023,"1690","Drenthe"
2023,"0880","Noord-Holland"
2023,"0351","Utrecht"
2023,"0479","Noord-Holland"
2023,"0297","Gelderland"
2023,"0473","Noord-Holland"
2023,"0050","Flevoland"
2023,"0355","Utrecht"
2023,"0299","Gelderland"
2023,"0637","Zuid-Holland"
2023,"0638","Zuid-Holland"
2023,"1892","Zuid-Holland"
2023,"0879","Noord-Brabant"
2023,"0301","Gelderland"
2023,"1896","Overijssel"
2023,"0642","Zuid-Holland"
2023,"0193","Overijssel"
